#	Name	Team	BB% BB% - Walk Percentage (BB/PA)	AVG AVG - Batting Average (H/AB)	OBP OBP - On Base Percentage	wRC+ wRC+ - Runs per PA scaled where 100 is average; both league and park adjusted; based on wOBA	PA PA - Plate Appearances	K% K% - Strikeout Percentage (SO/PA)	SLG SLG - Slugging Percentage	wOBA wOBA - Weighted On Base Average (Linear Weights)	OPS OPS - On Base + Slugging Percentage
314	Edgar Quero	CHW	6.6%	.246	.311	85	76	25.0%	.354	.296	.665
315	Reese McGuire	CHW	0.0%	.300	.364	94	11	18.2%	.300	.310	.664
316	Miles Mastrobuoni	SEA	11.1%	.286	.375	108	9	44.4%	.286	.311	.661
317	Matt McLain	CIN	17.1%	.184	.336	84	140	24.3%	.325	.308	.660
318	Wenceel Pérez	DET	9.4%	.195	.271	81	85	14.1%	.390	.291	.660
319	Daylen Lile	WSN	8.9%	.213	.291	84	158	15.8%	.369	.293	.660
320	Evan Carter	TEX	9.3%	.202	.302	89	97	24.7%	.357	.298	.659
321	Geraldo Perdomo	ARI	15.3%	.228	.344	89	157	11.5%	.315	.303	.659
322	Michael Harris II	ATL	3.4%	.248	.277	79	119	21.8%	.381	.288	.658
323	Agustín Ramírez	MIA	12.0%	.212	.307	83	75	22.7%	.348	.295	.655
324	Jeff McNeil	ATH	10.8%	.233	.325	81	120	9.2%	.330	.298	.655
325	Austin Riley	ATL	5.4%	.245	.295	82	149	24.8%	.360	.292	.655
326	Marcell Ozuna	PIT	5.8%	.227	.272	76	103	32.0%	.381	.287	.653
327	Connor Norby	MIA	12.2%	.211	.348	91	115	29.6%	.305	.308	.653
328	Pedro Pagés	STL	4.3%	.222	.254	80	70	21.4%	.397	.281	.651
329	Jahmai Jones	DET	12.2%	.222	.317	85	41	24.4%	.333	.297	.650
330	Michael Helman	TEX	0.0%	.200	.250	81	17	11.8%	.400	.285	.650
331	J.T. Realmuto	PHI	9.2%	.215	.300	80	120	18.3%	.346	.292	.646
332	Bo Bichette	NYM	8.3%	.229	.288	86	156	19.2%	.357	.286	.646
333	Rhys Hoskins	CLE	19.1%	.164	.330	90	94	29.8%	.315	.300	.645
334	Jake Fraley	TBR	7.7%	.222	.282	76	39	30.8%	.361	.286	.643
335	Thomas Saggese	STL	7.7%	.222	.282	83	39	30.8%	.361	.285	.643
336	Drew Gilbert	SFG	9.9%	.213	.314	86	71	15.5%	.328	.289	.642
337	Jared Young	NYM	6.5%	.214	.261	81	46	19.6%	.381	.279	.642
338	Josh Naylor	SEA	9.0%	.237	.310	90	156	13.5%	.331	.285	.641
339	Jackson Merrill	SDP	9.4%	.224	.297	84	149	20.1%	.343	.282	.641
340	Salvador Perez	KCR	4.9%	.227	.278	68	162	19.8%	.360	.280	.638
341	Jake Burger	TEX	5.3%	.240	.286	79	133	25.6%	.352	.283	.638
342	Kyle Higashioka	TEX	4.8%	.224	.274	79	62	32.3%	.362	.282	.636
343	Matt Vierling	DET	8.9%	.189	.257	72	101	17.8%	.378	.277	.635
344	Tanner Murray	CHW	10.0%	.267	.368	72	20	15.0%	.267	.278	.635
345	Austin Hays	CHW	4.8%	.300	.333	65	21	19.0%	.300	.268	.633
346	Colt Emerson	SEA	7.7%	.170	.250	87	52	40.4%	.383	.279	.633
347	Jakob Marsee	MIA	14.3%	.200	.340	85	161	18.6%	.292	.299	.632
348	Nolan Gorman	STL	8.0%	.196	.259	75	112	33.0%	.373	.273	.631
349	Nick Yorke	PIT	4.3%	.233	.283	72	46	19.6%	.349	.282	.631
350	Daniel Schneemann	CLE	11.0%	.210	.297	81	91	27.5%	.333	.286	.630
351	Royce Lewis	MIN	14.8%	.206	.321	80	81	23.5%	.309	.291	.630
352	Stuart Fairchild	CLE	21.4%	.200	.429	111	14	50.0%	.200	.330	.629
353	Luis García Jr.	WSN	3.3%	.229	.254	70	122	14.8%	.373	.273	.627
354	Austin Hedges	CLE	8.2%	.255	.317	80	61	23.0%	.309	.285	.626
355	Tyrone Taylor	NYM	2.4%	.211	.231	75	41	19.5%	.395	.270	.626
356	Hayden Senger	NYM	0.0%	.125	.125	66	9	0.0%	.500	.256	.625
357	Manny Machado	SDP	11.2%	.176	.263	76	152	21.1%	.359	.271	.622
